"",date,day_of_week,day_name,is_weekend,month,year,day_of_year,week_of_year,academic_period,period_type,seasonal_multiplier,period_description,total_enrollment,active_enrollment,residential_students,commuter_students,total_meal_plan_holders,enrollment_seasonal_factor,weather,weather_impact,campus_event,event_impact,event_scheduled,total_transactions,guest_transactions,base_transaction_rate,meal_swipes,dining_dollars_transactions,bronco_bucks_transactions,credit_debit_transactions,breakfast_transactions,lunch_transactions,dinner_transactions,late_night_transactions,estimated_daily_revenue,avg_transaction_value,labor_cost_actual,transactions_per_meal_plan_holder,facility_capacity_utilization,peak_meal_period_volume,actual_foh_general,actual_foh_cashier,actual_kitchen_prep,actual_kitchen_line,actual_dish_room,actual_management,total_actual_hours,revenue_per_labor_hour,transactions_per_labor_hour,labor_cost_percentage
150,2024-05-30,3,Thursday,False,5,2024,151,22,unknown_period,regular,0.50,Unknown academic period,31355,31355,5330,26025,7359,1.00,rainy,1.147,regular_day,1.0,False,932,44,0.2044,911,13,4,4,167,484,251,30,12349.00,13.25,1651.88,0.127,0.548235,484,17.9,8.3,18.5,26.7,11.9,4.8,88.1,140.17,10.58,13.4
151,2024-05-31,4,Friday,False,5,2024,152,22,unknown_period,regular,0.50,Unknown academic period,31358,31358,5330,26028,7360,1.00,sunny,1.000,regular_day,1.0,False,702,33,0.2044,686,9,3,4,126,365,189,22,9301.50,13.25,1291.88,0.095,0.412941,365,14.0,6.5,14.5,20.9,9.3,3.7,68.9,135.00,10.19,13.9
152,2024-06-01,5,Saturday,True,6,2024,153,22,summer_session,regular,0.32,Regular summer session,31360,10035,1705,8330,2354,0.32,sunny,1.000,regular_day,1.0,False,114,5,0.2044,111,1,0,2,20,59,30,5,1510.50,13.25,459.38,0.048,0.067059,59,4.0,2.0,6.0,8.0,3.0,1.5,24.5,61.65,4.65,30.4
153,2024-06-02,6,Sunday,True,6,2024,154,22,summer_session,regular,0.32,Regular summer session,31363,10036,1706,8330,2355,0.32,sunny,1.000,regular_day,1.0,False,132,6,0.2044,129,1,0,2,23,68,35,6,1749.00,13.25,459.38,0.056,0.077647,68,4.0,2.0,6.0,8.0,3.0,1.5,24.5,71.39,5.39,26.3
154,2024-06-03,0,Monday,False,6,2024,155,23,summer_session,regular,0.32,Regular summer session,31365,10036,1706,8330,2355,0.32,rainy,1.147,regular_day,1.0,False,170,8,0.2044,166,2,0,2,30,88,45,7,2252.50,13.25,459.38,0.072,0.100000,88,4.0,2.0,6.0,8.0,3.0,1.5,24.5,91.94,6.94,20.4
155,2024-06-04,1,Tuesday,False,6,2024,156,23,summer_session,regular,0.32,Regular summer session,31367,10037,1706,8331,2355,0.32,sunny,1.000,regular_day,1.0,False,169,8,0.2044,165,2,0,2,30,87,45,7,2239.25,13.25,459.38,0.072,0.099412,87,4.0,2.0,6.0,8.0,3.0,1.5,24.5,91.40,6.90,20.5
156,2024-06-05,2,Wednesday,False,6,2024,157,23,summer_session,regular,0.32,Regular summer session,31370,10038,1706,8332,2355,0.32,sunny,1.000,regular_day,1.0,False,174,8,0.2044,170,2,0,2,31,90,46,7,2305.50,13.25,459.38,0.074,0.102353,90,4.0,2.0,6.0,8.0,3.0,1.5,24.5,94.10,7.10,19.9
157,2024-06-06,3,Thursday,False,6,2024,158,23,summer_session,regular,0.32,Regular summer session,31372,10039,1706,8333,2355,0.32,sunny,1.000,regular_day,1.0,False,166,7,0.2044,162,2,0,2,29,86,44,7,2199.50,13.25,459.38,0.070,0.097647,86,4.0,2.0,6.0,8.0,3.0,1.5,24.5,89.78,6.78,20.9
158,2024-06-07,4,Friday,False,6,2024,159,23,summer_session,regular,0.32,Regular summer session,31374,10039,1706,8333,2355,0.32,sunny,1.000,regular_day,1.0,False,143,6,0.2044,139,2,0,2,25,74,38,6,1894.75,13.25,459.38,0.061,0.084118,74,4.0,2.0,6.0,8.0,3.0,1.5,24.5,77.34,5.84,24.2
159,2024-06-08,5,Saturday,True,6,2024,160,23,summer_session,regular,0.32,Regular summer session,31377,10040,1706,8334,2356,0.32,sunny,1.000,regular_day,1.0,False,114,5,0.2044,111,1,0,2,20,59,30,5,1510.50,13.25,459.38,0.048,0.067059,59,4.0,2.0,6.0,8.0,3.0,1.5,24.5,61.65,4.65,30.4
160,2024-06-09,6,Sunday,True,6,2024,161,23,summer_session,regular,0.32,Regular summer session,31379,10041,1706,8335,2356,0.32,sunny,1.0,regular_day,1.0,False,132,6,0.2044,129,1,0,2,23,68,35,6,1749.00,13.25,459.38,0.056,0.077647,68,4.0,2.0,6.0,8.0,3.0,1.5,24.5,71.39,5.39,26.3
161,2024-06-10,0,Monday,False,6,2024,162,24,summer_session,regular,0.32,Regular summer session,31382,10042,1707,8335,2357,0.32,sunny,1.0,regular_day,1.0,False,148,7,0.2044,144,2,0,2,26,76,39,7,1961.00,13.25,459.38,0.063,0.087059,76,4.0,2.0,6.0,8.0,3.0,1.5,24.5,80.04,6.04,23.4
162,2024-06-11,1,Tuesday,False,6,2024,163,24,summer_session,regular,0.32,Regular summer session,31384,10042,1707,8335,2357,0.32,sunny,1.0,regular_day,1.0,False,169,8,0.2044,165,2,0,2,30,87,45,7,2239.25,13.25,459.38,0.072,0.099412,87,4.0,2.0,6.0,8.0,3.0,1.5,24.5,91.40,6.90,20.5
163,2024-06-12,2,Wednesday,False,6,2024,164,24,summer_session,regular,0.32,Regular summer session,31386,10043,1707,8336,2357,0.32,sunny,1.0,regular_day,1.0,False,174,8,0.2044,170,2,0,2,31,90,46,7,2305.50,13.25,459.38,0.074,0.102353,90,4.0,2.0,6.0,8.0,3.0,1.5,24.5,94.10,7.10,19.9
164,2024-06-13,3,Thursday,False,6,2024,165,24,summer_session,regular,0.32,Regular summer session,31389,10044,1707,8337,2357,0.32,sunny,1.0,regular_day,1.0,False,166,7,0.2044,162,2,0,2,29,86,44,7,2199.50,13.25,459.38,0.070,0.097647,86,4.0,2.0,6.0,8.0,3.0,1.5,24.5,89.78,6.78,20.9
165,2024-06-14,4,Friday,False,6,2024,166,24,summer_session,regular,0.32,Regular summer session,31391,10045,1707,8338,2357,0.32,sunny,1.0,regular_day,1.0,False,144,6,0.2044,140,2,0,2,25,74,38,7,1908.00,13.25,459.38,0.061,0.084706,74,4.0,2.0,6.0,8.0,3.0,1.5,24.5,77.88,5.88,24.1
166,2024-06-15,5,Saturday,True,6,2024,167,24,summer_session,regular,0.32,Regular summer session,31393,10045,1707,8338,2357,0.32,sunny,1.0,regular_day,1.0,False,114,5,0.2044,111,1,0,2,20,59,30,5,1510.50,13.25,459.38,0.048,0.067059,59,4.0,2.0,6.0,8.0,3.0,1.5,24.5,61.65,4.65,30.4
167,2024-06-16,6,Sunday,True,6,2024,168,24,summer_session,regular,0.32,Regular summer session,31396,10046,1707,8339,2357,0.32,sunny,1.0,regular_day,1.0,False,132,6,0.2044,129,1,0,2,23,68,35,6,1749.00,13.25,459.38,0.056,0.077647,68,4.0,2.0,6.0,8.0,3.0,1.5,24.5,71.39,5.39,26.3
168,2024-06-17,0,Monday,False,6,2024,169,25,summer_session,regular,0.32,Regular summer session,31398,10047,1707,8340,2357,0.32,sunny,1.0,regular_day,1.0,False,148,7,0.2044,144,2,0,2,26,76,39,7,1961.00,13.25,459.38,0.063,0.087059,76,4.0,2.0,6.0,8.0,3.0,1.5,24.5,80.04,6.04,23.4
169,2024-06-18,1,Tuesday,False,6,2024,170,25,summer_session,regular,0.32,Regular summer session,31401,10048,1708,8340,2358,0.32,sunny,1.0,regular_day,1.0,False,170,8,0.2044,166,2,0,2,30,88,45,7,2252.50,13.25,459.38,0.072,0.100000,88,4.0,2.0,6.0,8.0,3.0,1.5,24.5,91.94,6.94,20.4
170,2024-06-19,2,Wednesday,False,6,2024,171,25,summer_session,regular,0.32,Regular summer session,31403,10048,1708,8340,2358,0.32,sunny,1.000,regular_day,1.0,False,174,8,0.2044,170,2,0,2,31,90,46,7,2305.50,13.25,459.38,0.074,0.102353,90,4.0,2.0,6.0,8.0,3.0,1.5,24.5,94.10,7.10,19.9
171,2024-06-20,3,Thursday,False,6,2024,172,25,summer_session,regular,0.32,Regular summer session,31405,10049,1708,8341,2358,0.32,sunny,1.000,regular_day,1.0,False,166,7,0.2044,162,2,0,2,29,86,44,7,2199.50,13.25,459.38,0.070,0.097647,86,4.0,2.0,6.0,8.0,3.0,1.5,24.5,89.78,6.78,20.9
172,2024-06-21,4,Friday,False,6,2024,173,25,summer_session,regular,0.32,Regular summer session,31408,10050,1708,8342,2358,0.32,sunny,1.000,regular_day,1.0,False,144,6,0.2044,140,2,0,2,25,74,38,7,1908.00,13.25,459.38,0.061,0.084706,74,4.0,2.0,6.0,8.0,3.0,1.5,24.5,77.88,5.88,24.1
173,2024-06-22,5,Saturday,True,6,2024,174,25,summer_session,regular,0.32,Regular summer session,31410,10051,1708,8343,2358,0.32,cloudy,1.023,regular_day,1.0,False,117,5,0.2044,114,1,0,2,21,60,31,5,1550.25,13.25,459.38,0.050,0.068824,60,4.0,2.0,6.0,8.0,3.0,1.5,24.5,63.28,4.78,29.6
174,2024-06-23,6,Sunday,True,6,2024,175,25,summer_session,regular,0.32,Regular summer session,31412,10051,1708,8343,2358,0.32,sunny,1.000,regular_day,1.0,False,132,6,0.2044,129,1,0,2,23,68,35,6,1749.00,13.25,459.38,0.056,0.077647,68,4.0,2.0,6.0,8.0,3.0,1.5,24.5,71.39,5.39,26.3
175,2024-06-24,0,Monday,False,6,2024,176,26,summer_session,regular,0.32,Regular summer session,31415,10052,1708,8344,2358,0.32,sunny,1.000,regular_day,1.0,False,148,7,0.2044,144,2,0,2,26,76,39,7,1961.00,13.25,459.38,0.063,0.087059,76,4.0,2.0,6.0,8.0,3.0,1.5,24.5,80.04,6.04,23.4
176,2024-06-25,1,Tuesday,False,6,2024,177,26,summer_session,regular,0.32,Regular summer session,31417,10053,1709,8344,2359,0.32,sunny,1.000,regular_day,1.0,False,170,8,0.2044,166,2,0,2,30,88,45,7,2252.50,13.25,459.38,0.072,0.100000,88,4.0,2.0,6.0,8.0,3.0,1.5,24.5,91.94,6.94,20.4
177,2024-06-26,2,Wednesday,False,6,2024,178,26,summer_session,regular,0.32,Regular summer session,31420,10054,1709,8345,2359,0.32,sunny,1.000,regular_day,1.0,False,174,8,0.2044,170,2,0,2,31,90,46,7,2305.50,13.25,459.38,0.074,0.102353,90,4.0,2.0,6.0,8.0,3.0,1.5,24.5,94.10,7.10,19.9
178,2024-06-27,3,Thursday,False,6,2024,179,26,summer_session,regular,0.32,Regular summer session,31422,10055,1709,8346,2359,0.32,sunny,1.000,regular_day,1.0,False,166,7,0.2044,162,2,0,2,29,86,44,7,2199.50,13.25,459.38,0.070,0.097647,86,4.0,2.0,6.0,8.0,3.0,1.5,24.5,89.78,6.78,20.9
179,2024-06-28,4,Friday,False,6,2024,180,26,summer_session,regular,0.32,Regular summer session,31424,10055,1709,8346,2359,0.32,sunny,1.000,regular_day,1.0,False,144,6,0.2044,140,2,0,2,25,74,38,7,1908.00,13.25,459.38,0.061,0.084706,74,4.0,2.0,6.0,8.0,3.0,1.5,24.5,77.88,5.88,24.1
180,2024-06-29,5,Saturday,True,6,2024,181,26,summer_session,regular,0.32,Regular summer session,31427,10056,1709,8347,2360,0.32,sunny,1.000,regular_day,1.0,False,115,5,0.2044,112,1,0,2,20,59,31,5,1523.75,13.25,459.38,0.049,0.067647,59,4.0,2.0,6.0,8.0,3.0,1.5,24.5,62.19,4.69,30.1
181,2024-06-30,6,Sunday,True,6,2024,182,26,summer_session,regular,0.32,Regular summer session,31429,10057,1709,8348,2360,0.32,cloudy,1.023,regular_day,1.0,False,135,6,0.2044,132,1,0,2,24,70,36,5,1788.75,13.25,459.38,0.057,0.079412,70,4.0,2.0,6.0,8.0,3.0,1.5,24.5,73.01,5.51,25.7
182,2024-07-01,0,Monday,False,7,2024,183,27,summer_session,regular,0.32,Regular summer session,31431,10057,1709,8348,2360,0.32,sunny,1.000,regular_day,1.0,False,149,7,0.2044,145,2,0,2,26,77,40,6,1974.25,13.25,459.38,0.063,0.087647,77,4.0,2.0,6.0,8.0,3.0,1.5,24.5,80.58,6.08,23.3
183,2024-07-02,1,Tuesday,False,7,2024,184,27,summer_session,regular,0.32,Regular summer session,31434,10058,1709,8349,2360,0.32,sunny,1.000,regular_day,1.0,False,170,8,0.2044,166,2,0,2,30,88,45,7,2252.50,13.25,459.38,0.072,0.100000,88,4.0,2.0,6.0,8.0,3.0,1.5,24.5,91.94,6.94,20.4
184,2024-07-03,2,Wednesday,False,7,2024,185,27,summer_session,regular,0.32,Regular summer session,31436,10059,1710,8349,2361,0.32,sunny,1.000,regular_day,1.0,False,175,8,0.2044,171,2,0,2,31,91,47,6,2318.75,13.25,459.38,0.074,0.102941,91,4.0,2.0,6.0,8.0,3.0,1.5,24.5,94.64,7.14,19.8
185,2024-07-04,3,Thursday,False,7,2024,186,27,summer_session,regular,0.32,Regular summer session,31439,10060,1710,8350,2361,0.32,sunny,1.000,regular_day,1.0,False,167,7,0.2044,163,2,0,2,30,86,45,6,2212.75,13.25,459.38,0.071,0.098235,86,4.0,2.0,6.0,8.0,3.0,1.5,24.5,90.32,6.82,20.8
186,2024-07-05,4,Friday,False,7,2024,187,27,summer_session,regular,0.32,Regular summer session,31441,10061,1710,8351,2361,0.32,sunny,1.000,regular_day,1.0,False,144,6,0.2044,140,2,0,2,25,74,38,7,1908.00,13.25,459.38,0.061,0.084706,74,4.0,2.0,6.0,8.0,3.0,1.5,24.5,77.88,5.88,24.1
187,2024-07-06,5,Saturday,True,7,2024,188,27,summer_session,regular,0.32,Regular summer session,31443,10061,1710,8351,2361,0.32,sunny,1.000,regular_day,1.0,False,115,5,0.2044,112,1,0,2,20,59,31,5,1523.75,13.25,459.38,0.049,0.067647,59,4.0,2.0,6.0,8.0,3.0,1.5,24.5,62.19,4.69,30.1
188,2024-07-07,6,Sunday,True,7,2024,189,27,summer_session,regular,0.32,Regular summer session,31446,10062,1710,8352,2361,0.32,sunny,1.000,regular_day,1.0,False,132,6,0.2044,129,1,0,2,23,68,35,6,1749.00,13.25,459.38,0.056,0.077647,68,4.0,2.0,6.0,8.0,3.0,1.5,24.5,71.39,5.39,26.3
189,2024-07-08,0,Monday,False,7,2024,190,28,summer_session,regular,0.32,Regular summer session,31448,10063,1710,8353,2361,0.32,cloudy,1.023,regular_day,1.0,False,152,7,0.2044,148,2,0,2,27,79,41,5,2014.00,13.25,459.38,0.064,0.089412,79,4.0,2.0,6.0,8.0,3.0,1.5,24.5,82.20,6.20,22.8
190,2024-07-09,1,Tuesday,False,7,2024,191,28,summer_session,regular,0.32,Regular summer session,31450,10064,1710,8354,2361,0.32,cloudy,1.023,regular_day,1.00,False,174,8,0.2044,170,2,0,2,31,90,46,7,2305.50,13.25,459.38,0.074,0.102353,90,4.0,2.0,6.0,8.0,3.0,1.5,24.5,94.10,7.10,19.9
191,2024-07-10,2,Wednesday,False,7,2024,192,28,summer_session,regular,0.32,Regular summer session,31453,10064,1710,8354,2361,0.32,sunny,1.000,regular_day,1.00,False,175,8,0.2044,171,2,0,2,31,91,47,6,2318.75,13.25,459.38,0.074,0.102941,91,4.0,2.0,6.0,8.0,3.0,1.5,24.5,94.64,7.14,19.8
192,2024-07-11,3,Thursday,False,7,2024,193,28,summer_session,regular,0.32,Regular summer session,31455,10065,1711,8354,2362,0.32,cloudy,1.023,sports_events,1.12,False,191,9,0.2044,186,2,0,3,34,99,51,7,2530.75,13.25,459.38,0.081,0.112353,99,4.0,2.0,6.0,8.0,3.0,1.5,24.5,103.30,7.80,18.2
193,2024-07-12,4,Friday,False,7,2024,194,28,summer_session,regular,0.32,Regular summer session,31458,10066,1711,8355,2362,0.32,sunny,1.000,regular_day,1.00,False,144,6,0.2044,140,2,0,2,25,74,38,7,1908.00,13.25,459.38,0.061,0.084706,74,4.0,2.0,6.0,8.0,3.0,1.5,24.5,77.88,5.88,24.1
194,2024-07-13,5,Saturday,True,7,2024,195,28,summer_session,regular,0.32,Regular summer session,31460,10067,1711,8356,2362,0.32,sunny,1.000,regular_day,1.00,False,115,5,0.2044,112,1,0,2,20,59,31,5,1523.75,13.25,459.38,0.049,0.067647,59,4.0,2.0,6.0,8.0,3.0,1.5,24.5,62.19,4.69,30.1
195,2024-07-14,6,Sunday,True,7,2024,196,28,summer_session,regular,0.32,Regular summer session,31462,10067,1711,8356,2362,0.32,cloudy,1.023,regular_day,1.00,False,136,6,0.2044,133,1,0,2,24,70,36,6,1802.00,13.25,459.38,0.058,0.080000,70,4.0,2.0,6.0,8.0,3.0,1.5,24.5,73.55,5.55,25.5
196,2024-07-15,0,Monday,False,7,2024,197,29,summer_session,regular,0.32,Regular summer session,31465,10068,1711,8357,2362,0.32,sunny,1.000,regular_day,1.00,False,149,7,0.2044,145,2,0,2,26,77,40,6,1974.25,13.25,459.38,0.063,0.087647,77,4.0,2.0,6.0,8.0,3.0,1.5,24.5,80.58,6.08,23.3
197,2024-07-16,1,Tuesday,False,7,2024,198,29,summer_session,regular,0.32,Regular summer session,31467,10069,1711,8358,2362,0.32,sunny,1.000,regular_day,1.00,False,170,8,0.2044,166,2,0,2,30,88,45,7,2252.50,13.25,459.38,0.072,0.100000,88,4.0,2.0,6.0,8.0,3.0,1.5,24.5,91.94,6.94,20.4
198,2024-07-17,2,Wednesday,False,7,2024,199,29,summer_session,regular,0.32,Regular summer session,31469,10070,1711,8359,2363,0.32,cloudy,1.023,regular_day,1.00,False,179,8,0.2044,175,2,0,2,32,93,48,6,2371.75,13.25,459.38,0.076,0.105294,93,4.0,2.0,6.0,8.0,3.0,1.5,24.5,96.81,7.31,19.4
199,2024-07-18,3,Thursday,False,7,2024,200,29,summer_session,regular,0.32,Regular summer session,31472,10071,1712,8359,2364,0.32,cloudy,1.023,regular_day,1.00,False,171,8,0.2044,167,2,0,2,30,88,46,7,2265.75,13.25,459.38,0.072,0.100588,88,4.0,2.0,6.0,8.0,3.0,1.5,24.5,92.48,6.98,20.3
200,2024-07-19,4,Friday,False,7,2024,201,29,summer_session,regular,0.32,Regular summer session,31474,10071,1712,8359,2364,0.32,cloudy,1.023,regular_day,1.0,False,147,7,0.2044,143,2,0,2,26,76,39,6,1947.75,13.25,459.38,0.062,0.086471,76,4.0,2.0,6.0,8.0,3.0,1.5,24.5,79.50,6.00,23.6
201,2024-07-20,5,Saturday,True,7,2024,202,29,summer_session,regular,0.32,Regular summer session,31477,10072,1712,8360,2364,0.32,sunny,1.000,regular_day,1.0,False,115,5,0.2044,112,1,0,2,20,59,31,5,1523.75,13.25,459.38,0.049,0.067647,59,4.0,2.0,6.0,8.0,3.0,1.5,24.5,62.19,4.69,30.1
202,2024-07-21,6,Sunday,True,7,2024,203,29,summer_session,regular,0.32,Regular summer session,31479,10073,1712,8361,2364,0.32,sunny,1.000,regular_day,1.0,False,133,6,0.2044,130,1,0,2,23,69,35,6,1762.25,13.25,459.38,0.056,0.078235,69,4.0,2.0,6.0,8.0,3.0,1.5,24.5,71.93,5.43,26.1
203,2024-07-22,0,Monday,False,7,2024,204,30,summer_session,regular,0.32,Regular summer session,31481,10073,1712,8361,2364,0.32,cloudy,1.023,regular_day,1.0,False,152,7,0.2044,148,2,0,2,27,79,41,5,2014.00,13.25,459.38,0.064,0.089412,79,4.0,2.0,6.0,8.0,3.0,1.5,24.5,82.20,6.20,22.8
204,2024-07-23,1,Tuesday,False,7,2024,205,30,summer_session,regular,0.32,Regular summer session,31484,10074,1712,8362,2364,0.32,sunny,1.000,regular_day,1.0,False,170,8,0.2044,166,2,0,2,30,88,45,7,2252.50,13.25,459.38,0.072,0.100000,88,4.0,2.0,6.0,8.0,3.0,1.5,24.5,91.94,6.94,20.4
205,2024-07-24,2,Wednesday,False,7,2024,206,30,summer_session,regular,0.32,Regular summer session,31486,10075,1712,8363,2364,0.32,sunny,1.000,regular_day,1.0,False,175,8,0.2044,171,2,0,2,31,91,47,6,2318.75,13.25,459.38,0.074,0.102941,91,4.0,2.0,6.0,8.0,3.0,1.5,24.5,94.64,7.14,19.8
206,2024-07-25,3,Thursday,False,7,2024,207,30,summer_session,regular,0.32,Regular summer session,31488,10076,1712,8364,2364,0.32,sunny,1.000,regular_day,1.0,False,167,7,0.2044,163,2,0,2,30,86,45,6,2212.75,13.25,459.38,0.071,0.098235,86,4.0,2.0,6.0,8.0,3.0,1.5,24.5,90.32,6.82,20.8
207,2024-07-26,4,Friday,False,7,2024,208,30,summer_session,regular,0.32,Regular summer session,31491,10077,1713,8364,2365,0.32,sunny,1.000,regular_day,1.0,False,144,6,0.2044,140,2,0,2,25,74,38,7,1908.00,13.25,459.38,0.061,0.084706,74,4.0,2.0,6.0,8.0,3.0,1.5,24.5,77.88,5.88,24.1
208,2024-07-27,5,Saturday,True,7,2024,209,30,summer_session,regular,0.32,Regular summer session,31493,10077,1713,8364,2365,0.32,sunny,1.000,regular_day,1.0,False,115,5,0.2044,112,1,0,2,20,59,31,5,1523.75,13.25,459.38,0.049,0.067647,59,4.0,2.0,6.0,8.0,3.0,1.5,24.5,62.19,4.69,30.1
209,2024-07-28,6,Sunday,True,7,2024,210,30,summer_session,regular,0.32,Regular summer session,31496,10078,1713,8365,2365,0.32,sunny,1.000,regular_day,1.0,False,133,6,0.2044,130,1,0,2,23,69,35,6,1762.25,13.25,459.38,0.056,0.078235,69,4.0,2.0,6.0,8.0,3.0,1.5,24.5,71.93,5.43,26.1
210,2024-07-29,0,Monday,False,7,2024,211,31,summer_session,regular,0.32,Regular summer session,31498,10079,1713,8366,2365,0.32,sunny,1.000,regular_day,1.0,False,149,7,0.2044,145,2,0,2,26,77,40,6,1974.25,13.25,459.38,0.063,0.087647,77,4.0,2.0,6.0,8.0,3.0,1.5,24.5,80.58,6.08,23.3
211,2024-07-30,1,Tuesday,False,7,2024,212,31,summer_session,regular,0.32,Regular summer session,31500,10080,1713,8367,2365,0.32,cloudy,1.023,regular_day,1.0,False,174,8,0.2044,170,2,0,2,31,90,46,7,2305.50,13.25,459.38,0.074,0.102353,90,4.0,2.0,6.0,8.0,3.0,1.5,24.5,94.10,7.10,19.9
212,2024-07-31,2,Wednesday,False,7,2024,213,31,summer_session,regular,0.32,Regular summer session,31503,10080,1713,8367,2365,0.32,sunny,1.000,regular_day,1.0,False,175,8,0.2044,171,2,0,2,31,91,47,6,2318.75,13.25,459.38,0.074,0.102941,91,4.0,2.0,6.0,8.0,3.0,1.5,24.5,94.64,7.14,19.8
213,2024-08-01,3,Thursday,False,8,2024,214,31,summer_session,regular,0.32,Regular summer session,31505,10081,1713,8368,2365,0.32,sunny,1.000,regular_day,1.0,False,167,7,0.2044,163,2,0,2,30,86,45,6,2212.75,13.25,459.38,0.071,0.098235,86,4.0,2.0,6.0,8.0,3.0,1.5,24.5,90.32,6.82,20.8
214,2024-08-02,4,Friday,False,8,2024,215,31,summer_session,regular,0.32,Regular summer session,31508,10082,1713,8369,2365,0.32,sunny,1.000,regular_day,1.0,False,144,6,0.2044,140,2,0,2,25,74,38,7,1908.00,13.25,459.38,0.061,0.084706,74,4.0,2.0,6.0,8.0,3.0,1.5,24.5,77.88,5.88,24.1
215,2024-08-03,5,Saturday,True,8,2024,216,31,summer_session,regular,0.32,Regular summer session,31510,10083,1714,8369,2366,0.32,sunny,1.000,regular_day,1.0,False,115,5,0.2044,112,1,0,2,20,59,31,5,1523.75,13.25,459.38,0.049,0.067647,59,4.0,2.0,6.0,8.0,3.0,1.5,24.5,62.19,4.69,30.1
216,2024-08-04,6,Sunday,True,8,2024,217,31,summer_session,regular,0.32,Regular summer session,31512,10083,1714,8369,2366,0.32,cloudy,1.023,regular_day,1.0,False,136,6,0.2044,133,1,0,2,24,70,36,6,1802.00,13.25,459.38,0.057,0.080000,70,4.0,2.0,6.0,8.0,3.0,1.5,24.5,73.55,5.55,25.5
217,2024-08-05,0,Monday,False,8,2024,218,32,summer_session,regular,0.32,Regular summer session,31515,10084,1714,8370,2366,0.32,sunny,1.000,regular_day,1.0,False,149,7,0.2044,145,2,0,2,26,77,40,6,1974.25,13.25,459.38,0.063,0.087647,77,4.0,2.0,6.0,8.0,3.0,1.5,24.5,80.58,6.08,23.3
218,2024-08-06,1,Tuesday,False,8,2024,219,32,summer_session,regular,0.32,Regular summer session,31517,10085,1714,8371,2366,0.32,extreme_heat,0.891,regular_day,1.0,False,152,7,0.2044,148,2,0,2,27,79,41,5,2014.00,13.25,459.38,0.064,0.089412,79,4.0,2.0,6.0,8.0,3.0,1.5,24.5,82.20,6.20,22.8
219,2024-08-07,2,Wednesday,False,8,2024,220,32,summer_session,regular,0.32,Regular summer session,31519,10086,1714,8372,2367,0.32,sunny,1.000,regular_day,1.0,False,175,8,0.2044,171,2,0,2,31,91,47,6,2318.75,13.25,459.38,0.074,0.102941,91,4.0,2.0,6.0,8.0,3.0,1.5,24.5,94.64,7.14,19.8
220,2024-08-08,3,Thursday,False,8,2024,221,32,summer_session,regular,0.32,Regular summer session,31522,10087,1714,8373,2367,0.32,cloudy,1.023,career_fair,1.23,False,210,10,0.2044,205,2,1,2,37,109,56,8,2782.50,13.25,461.25,0.089,0.123529,109,4.1,2.0,6.0,8.0,3.0,1.5,24.6,113.11,8.54,16.6
221,2024-08-09,4,Friday,False,8,2024,222,32,summer_session,regular,0.32,Regular summer session,31524,10087,1714,8373,2367,0.32,sunny,1.000,regular_day,1.00,False,144,6,0.2044,140,2,0,2,25,74,38,7,1908.00,13.25,459.38,0.061,0.084706,74,4.0,2.0,6.0,8.0,3.0,1.5,24.5,77.88,5.88,24.1
222,2024-08-10,5,Saturday,True,8,2024,223,32,summer_session,regular,0.32,Regular summer session,31527,10088,1714,8374,2367,0.32,sunny,1.000,regular_day,1.00,False,115,5,0.2044,112,1,0,2,20,59,31,5,1523.75,13.25,459.38,0.049,0.067647,59,4.0,2.0,6.0,8.0,3.0,1.5,24.5,62.19,4.69,30.1
223,2024-08-11,6,Sunday,True,8,2024,224,32,summer_session,regular,0.32,Regular summer session,31529,10089,1715,8374,2368,0.32,sunny,1.000,regular_day,1.00,False,133,6,0.2044,130,1,0,2,23,69,35,6,1762.25,13.25,459.38,0.056,0.078235,69,4.0,2.0,6.0,8.0,3.0,1.5,24.5,71.93,5.43,26.1
224,2024-08-12,0,Monday,False,8,2024,225,33,summer_session,regular,0.32,Regular summer session,31531,10089,1715,8374,2368,0.32,cloudy,1.023,regular_day,1.00,False,153,7,0.2044,149,2,0,2,27,79,41,6,2027.25,13.25,459.38,0.065,0.090000,79,4.0,2.0,6.0,8.0,3.0,1.5,24.5,82.74,6.24,22.7
225,2024-08-13,1,Tuesday,False,8,2024,226,33,summer_session,regular,0.32,Regular summer session,31534,10090,1715,8375,2368,0.32,sunny,1.000,regular_day,1.00,False,170,8,0.2044,166,2,0,2,30,88,45,7,2252.50,13.25,459.38,0.072,0.100000,88,4.0,2.0,6.0,8.0,3.0,1.5,24.5,91.94,6.94,20.4
226,2024-08-14,2,Wednesday,False,8,2024,227,33,summer_session,regular,0.32,Regular summer session,31536,10091,1715,8376,2368,0.32,sunny,1.000,regular_day,1.00,False,175,8,0.2044,171,2,0,2,31,91,47,6,2318.75,13.25,459.38,0.074,0.102941,91,4.0,2.0,6.0,8.0,3.0,1.5,24.5,94.64,7.14,19.8
227,2024-08-15,3,Thursday,False,8,2024,228,33,move_in_week,special,1.28,New students exploring dining options,31539,31539,5361,26178,7402,1.00,sunny,1.000,regular_day,1.00,False,2094,99,0.2044,2047,29,10,8,376,1088,565,65,27745.50,13.25,3502.50,0.283,1.000000,1088,40.2,17.9,37.5,55.0,26.8,9.4,186.8,148.53,11.21,12.6
